Articlenumber;Type;Manufacturer;Model;Modeldescription;Languages;UnitPrice;IsDiscontinued;IsNew;IsSpecialPrice;Stock;DeliveryQuantity;DeliveryDay;EAN;IsVIPPrice;TimeStamp
707359;Handy;Google;Google Pixel 6 Pro 128GB Sunny DE;" Type: Phone 
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Nano-SIM and/or eSIM
- Dimensions:163.9 x 75.9 x 8.9 mm
- Weight: 210 g
- Displaysize: 6.71 inches 1440 x 3120 pixels
- Displaytype:	LTPO AMOLED, 120Hz, HDR10+
- Memory int.: 128GB/12GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA
- Connectivity: Bluetooth, Wi-Fi, NFC 
- CPU: Octa-core (2x2.80 GHz Cortex-X1 & 2x2.25 GHz Cortex-A76 & 4x1.80 GHz Cortex-A55)
- Camera: 50 MP, f/1.9, 25mm (wide), 1/1.31"", 1.2µm, Dual Pixel PDAF, Laser AF, OIS
48 MP, f/3.5, 104mm (telephoto), 1/2"", 0.8µm, PDAF, OIS, 4x optical zoom
12 MP, f/2.2, 17mm, 114° (ultrawide), 1.25µm
- Oper.System: Android 12";;599.5000;False;False;False;37;0.0;;810029930932;0;25/09/2022 09:29
707381;Handy;Apple;Apple iPhone 13 5G 256GB midnight EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 256GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;817.5000;False;False;False;20;0.0;;194252708422;0;25/09/2022 09:29
707395;Handy;Apple;Apple iPhone 13 mini 128GB blue EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 131.5 x 64.2 x 7.7 mm (5.18 x 2.53 x 0.30 in)
- Weight: 141 g 
- Displaysize: 5.4 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;657.5000;False;False;False;23;0.0;;194252690581;0;25/09/2022 09:29
707397;Handy;Apple;Apple iPhone 13 5G 256GB starlight EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 256GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;817.5000;False;False;False;16;0.0;;194252708699;0;25/09/2022 09:29
707411;Handy;Apple;Apple iPhone 13 5G 128GB midnight EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;739.5000;False;False;False;9;0.0;;194252903827;0;25/09/2022 09:29
707440;Handy;Samsung;Samsung Xcover 5 DS 64GB black EU;"- Type: Phone 
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- Sim-type: Nano-SIM, dual stand-by
- Dimensions: 147.1 x 71.6 x 9.2 mm
- Weight: 172  g
- Displaysize: 5.3 inches 720 x 1480 pixels
- Displaytype: PLS IPS 
- Memory int.: 64GB, 4GB RAM
- Card slot: 	microSDXC (dedicated slot)
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA
- Connectivity: Bluetooth, Wi-Fi
- CPU: Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
- Camera: 16 MP, f/1.8, PDAF
- Oper.System: 	Android 11, One UI 2.0";;212.5000;False;False;False;9;0.0;;8806092175006;0;25/09/2022 09:29
707446;Tablet;Apple;"Apple iPad 10.2"" 2021 Wi-Fi 64 GB Silver EU";"  Type: Tablet
- Dimensions: 250.6 x 174.1 x 7.5 mm
- Weight:  487 g
- Display size:10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)
- Display type: Retina IPS LCD, 500 nits (typ)- Oper.System: iPadOS 15";;307.5000;False;False;False;22;0.0;;194252515853;0;25/09/2022 09:29
707453;Handy;Apple;Apple iPhone 13 5G 128GB rose EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;739.5000;False;False;False;22;0.0;;194252903865;0;25/09/2022 09:29
707465;Handy;Apple;Apple iPhone 13 mini 128GB Starlight  EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 131.5 x 64.2 x 7.7 mm (5.18 x 2.53 x 0.30 in)
- Weight: 141 g 
- Displaysize: 5.4 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;649.5000;False;False;False;16;0.0;;194252689776;0;25/09/2022 09:29
707466;Handy;Apple;Apple iPhone 13 mini 128GB rose EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 131.5 x 64.2 x 7.7 mm (5.18 x 2.53 x 0.30 in)
- Weight: 141 g 
- Displaysize: 5.4 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;642.5000;False;False;False;5;0.0;;194252690048;0;25/09/2022 09:29
707470;Handy;Apple;Apple iPhone 13 5G 256GB blue EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 256GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;809.5000;False;False;False;13;0.0;;194252904008;0;25/09/2022 09:29
707471;Tablet;Apple;"Apple iPad 10.2"" 2021  Wi-Fi 256GB Silver EU";"  Type: Tablet
- Dimensions: 250.6 x 174.1 x 7.5 mm
- Weight:  487 g
- Display size:10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)
- Display type: Retina IPS LCD, 500 nits (typ)
- Memory int: 256GB 
- Card slot: No
- Keypad: Multitouch
- Datatransfer: WiFi
- Connectivity: Bluetooth, Wi-Fi
- CPU: Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder)
- Camera: 8 MP, f/2.4, 31mm (standard), 1.12µm, AF
- Oper.System: iPadOS 15";;429.5000;False;False;False;2;0.0;;0194252516669;0;25/09/2022 09:29
707472;Handy;Apple;Apple REFURBISHED iPhone 8 4G 64GB space gray Grade A;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 	Type: Smartphone
- 	2G Network: GSM 850 / 900 / 1800 / 1900
- 	3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
- 	4G Network: LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)
- 	Sim-type: Nano-SIM
- 	Dimensions: 138.4 x 67.3 x 7.3 mm
- 	Weight: 148 g
- 	Displaysize: 4.7 inches (~65.4% screen-to-body ratio)
- 	Displaytype: LED-backlit IPS LCD, capacitive touchscreen, 16M colors
- 	Memory int.: 64GB, 2GB RAM
- 	Card slot: No
- 	Keypad: Multitouch
- 	Datatransfer: GPRS, EDGE, GSM, HSDPA, LTE
- 	Connectivity: Bluetooth, Wi-Fi
- 	Features: GPS, NFC
- 	CPU: Hexa-core, Apple A11 Bionic
- 	Camera: Pirmary: 12 MP, f/1.8, 28mm, phase detection autofocus, OIS, quad-LED (dual tone) flash
Secondary: 7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama
- 	Oper.System: iOS 11
- 	Stand-by: max. xh
- 	Talk time: max. 14h (3G)
- 	Specials: IP68 certified - dust and water resistant, Water resistant up to 1.5 meters and 30 minutes, Apple Pay (Visa, MasterCard, AMEX certified), Wide color gamut display, 3D Touch display & home button, Display Zoom, True-tone display, Fast battery charging: 50% in 30 min, Wireless charging, Siri natural language commands and dictation, iCloud cloud service,  MP3/WAV/AAX+/AIFF/Apple Lossless player, MP4/H.264 player, Audio/video/photo editor,  Document editor";;169.5000;False;False;False;40;0.0;;Refurbished;0;25/09/2022 09:29
707474;Handy;Apple;Apple REFURBISHED iPhone 8 4G 64GB Silver Grade A EU;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 	Type: Smartphone
- 	2G Network: GSM 850 / 900 / 1800 / 1900
- 	3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
- 	4G Network: LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)
- 	Sim-type: Nano-SIM
- 	Dimensions: 138.4 x 67.3 x 7.3 mm
- 	Weight: 148 g
- 	Displaysize: 4.7 inches (~65.4% screen-to-body ratio)
- 	Displaytype: LED-backlit IPS LCD, capacitive touchscreen, 16M colors
- 	Memory int.: 64GB, 2GB RAM
- 	Card slot: No
- 	Keypad: Multitouch
- 	Datatransfer: GPRS, EDGE, GSM, HSDPA, LTE
- 	Connectivity: Bluetooth, Wi-Fi
- 	Features: GPS, NFC
- 	CPU: Hexa-core, Apple A11 Bionic
- 	Camera: Pirmary: 12 MP, f/1.8, 28mm, phase detection autofocus, OIS, quad-LED (dual tone) flash
Secondary: 7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama
- 	Oper.System: iOS 11
- 	Stand-by: max. xh
- 	Talk time: max. 14h (3G)
- 	Specials: IP68 certified - dust and water resistant, Water resistant up to 1.5 meters and 30 minutes, Apple Pay (Visa, MasterCard, AMEX certified), Wide color gamut display, 3D Touch display & home button, Display Zoom, True-tone display, Fast battery charging: 50% in 30 min, Wireless charging, Siri natural language commands and dictation, iCloud cloud service,  MP3/WAV/AAX+/AIFF/Apple Lossless player, MP4/H.264 player, Audio/video/photo editor,  Document editor";;159.5000;False;False;False;39;0.0;;Refurbished;0;25/09/2022 09:29
707476;Handy;Apple;Apple REFURBISHED iPhone 8 4G 64GB Gold Grade A;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 	2G Network: GSM 850 / 900 / 1800 / 1900
- 	3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
- 	4G Network: LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)
- 	Sim-type: Nano-SIM
- 	Dimensions: 138.4 x 67.3 x 7.3 mm
- 	Weight: 148 g
- 	Displaysize: 4.7 inches (~65.4% screen-to-body ratio)
- 	Displaytype: LED-backlit IPS LCD, capacitive touchscreen, 16M colors
- 	Memory int.: 64GB, 2GB RAM
- 	Card slot: No
- 	Keypad: Multitouch
- 	Datatransfer: GPRS, EDGE, GSM, HSDPA, LTE
- 	Connectivity: Bluetooth, Wi-Fi
- 	Features: GPS, NFC
- 	CPU: Hexa-core, Apple A11 Bionic
- 	Camera: Pirmary: 12 MP, f/1.8, 28mm, phase detection autofocus, OIS, quad-LED (dual tone) flash
Secondary: 7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama
- 	Oper.System: iOS 11";;159.5000;False;False;False;30;0.0;;Refurbished;0;25/09/2022 09:29
707489;Handy;Huawei;Huawei P50 Pocket 256GB white EU;"- Type: Phone 
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: Unfolded: 170 x 75.5 x 7.2 mm; Folded: 87.3 x 75.5 x 15.2 mm
- Weight: 190 g
- Displaysize: 6.9 inches 1188 x 2790 pixels
- Displaytype: Foldable OLEDD 
- Memory int.: 256GB 8GB RAM
- Card slot: 	microSD up to 256GB
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA
- Connectivity: Bluetooth, Wi-Fi 
- CPU: Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680)
- Camera:40 MP, f/1.8, (wide), PDAF, Laser AF 13 MP, f/2.2, 120° (ultrawide), AF 32 MP, f/1.8, (wide), 1/3.14"", 0.7µm, AF
- Oper.System: EMUI 12";;659.5000;False;False;False;9;0.0;;6941487248537;0;25/09/2022 09:29
707496;Tablet;Samsung;Samsung Tab A8 10.5 64GB WIFI silver EU;"- WIFI Only
- Dimensions: 246.8 x 161.9 x 6.9 mm
- Weight: 508 g
- Displaysize: 10.5 inches
- Displaytype: 	TFT
- Memory int.: 64GB 4GB RAM
- Card slot: 	microSDXC (dedicated slot)
- Keypad: full touch 
- Datatransfer: only WiFi
- Connectivity: WiFi, Bluetooth
- CPU: Octa-core (2x2.0 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)
- Main Camera: 8 MP, AF
- Oper.System: Android 11, One UI 3";;182.5000;False;False;False;16;0.0;;8806092944541;0;25/09/2022 09:29
707497;Handy;Apple;Apple REFURBISHED iPhone SE 4G 64GB black Grade A EU;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 	Type: Smartphone
- 	2G Network: GSM 850 / 900 / 1800 / 1900
- 	3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
- 	4G Network: LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 11(1500), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 21(1500), 25(1900), 26(850), 28(700), 29(700), 30(2300), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 42(3500), 46(5200), 48, 66(1700/2100)
- 	Sim-type: Nano-SIM
- 	Dimensions: 138.4 x 67.3 x 7.3 mm
- 	Weight: 148 g
- Display size: 4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)
- Display tyipe: Retina IPS LCD capacitive touchscreen, 16M colors
- 	Memory int.: 64GB, 3GB RAM
- 	Card slot: No
- 	Keypad: Multitouch
- Data transfer: GPRS, EDGE, GSM, HDSPA, EVDO, LTE
- 	Connectivity: Bluetooth, Wi-Fi
- 	Features: GPS, NFC
- 	CPU: Hexa-core, Apple A13 Bionic (7 nm+)
- 	Camera: Pirmary: 12 MP, f/1.8 (wide), PDAF, OIS, Dual-LED dual-tone flash, HDR
- 	Secondary: 7 MP, f/2.2, face detection, HDR, panorama
- 	Oper.System: iOS 13
- 	Stand-by: max. n/a
- 	Talk time: max. n/a
- 	Specials: IP67 dust/water resistant (up to 1m for 30 mins), Apple Pay (Visa, MasterCard, AMEX certified), Ion-strengthened glass, oleophobic coating, Wide color gamut, true-tone, fingerprint (front-mounted), accelerometer, proximity, gyro, compass, barometer, Siri natural language commands and dictation, Fast charging 18W, 50% in 30 min (advertised), Qi wireless charging, Boxes without Charging Plug and Headphone";;229.5000;False;False;False;44;0.0;;Refurbished;0;25/09/2022 09:29
707501;Handy;Apple;Apple REFURBISHED iPhone 11 4G 64GB Black Grade B;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1700(AWS)/1900/2100
- 4G Network: LTE 
- Sim-type: Nano-SIM
- Dimensions: 150.9 x 75.7 x 8.3 mm
- Weight: 194g
- Display size: 6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio), 828 x 1792 pixels
- Display type: IPS LCD capacitive touchscreen, 16M colors
- Memory int.: 64GB, 4GB RAM 
- Card slot: No
- Keypad: full touch 
- Data transfer: GPRS, EDGE, GSM, HSDPA, LTE
- Connectivity: Bluetooth, Wi-Fi, NFC 
- Features: GPS, A-GPS, Glonass, Galileo, QZSS
- CPU: Apple A13 Bionic (7 nm+)
- Main Camera: Dual: 12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)
- Selfie Camera: 12 MP, f/2.2, TOF 3D camera
- Oper.System: iOS 13";;377.5000;False;False;False;40;0.0;;Refurbished;0;25/09/2022 09:29
707511;Handy;Apple;Apple iPhone 13 5G 128GB starlight EU;"- Type: Smartphone
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- 5G Network
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
- Weight: 174 g 
- Displaysize: 6.1 inches
- Displaytype: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 1200 nits (peak)
- Memory int.: 128GB 4GB RAM
- Card slot: no
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA,LTE,5G
- Connectivity: Bluetooth, Wi-Fi, 
- CPU: Hexa-core (2x3.22 GHz + 4xX.X GHz)
- Camera: 12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120°, 13mm (ultrawide)
- Oper.System: 	iOS 15";;739.5000;False;False;False;24;0.0;;194252707340;0;25/09/2022 09:29
707512;Handy;Xiaomi;Xiaomi Redmi Note 11 4/128GB Blue EU;"- Type: Phone 
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 159.9 x 73.9 x 8.1 mm
- Weight: 179 g
- Displaysize: 6.43"" 1080 x 2400 pixels
- Displaytype:   AMOLED
- Memory int.: 128GB, 4GB RAM
- Card slot: microSDXC (dedicated slot)
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA
- Connectivity: Bluetooth, Wi-Fi 
- CPU: Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver)
- Camera: 50 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 118° (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)
- Oper.System: 	Android 11, MIUI 13";;169.5000;False;False;False;18;0.0;;6934177768224;0;25/09/2022 09:29
707513;Handy;Xiaomi;Xiaomi Redmi Note 11 4/128GB Gray EU;"- Type: Phone 
- 2G Network: GSM 850/900/1800/1900
- 3G Network: HSDPA 850/900/1900/2100
- 4G Network: LTE 
- Sim-type: Dual SIM (Nano-SIM, dual stand-by)
- Dimensions: 159.9 x 73.9 x 8.1 mm
- Weight: 179 g
- Displaysize: 6.43"" 1080 x 2400 pixels
- Displaytype:   AMOLED
- Memory int.: 128GB, 4GB RAM
- Card slot: microSDXC (dedicated slot)
- Keypad: full touch 
- Datatransfer: GPRS, EDGE, HSDPA, HSUPA
- Connectivity: Bluetooth, Wi-Fi 
- CPU: Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver)
- Camera: 50 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 118° (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)
- Oper.System: 	Android 11, MIUI 13";;169.5000;False;False;False;69;0.0;;6934177767333;0;25/09/2022 09:29
707536;Handy;Apple;Apple REFURBISHED iPhone X 4G 64GB space gray Grade A;"- REFURBISHED!

Grade A
Case: Without signs of use, like new.
Screen: Without scratches, like new.
Grade B
Case: May show slight signs of use (micro scratches).
Screen: May have light scratches, not visible when screen is activated.
Grade C
Case: Clearly visible signs of use (scratches/dents).
Screen: May have light scratches, not visible when screen is activated.

Battery Capacity Of At Least 85% Guaranteed

- 	2G Network: GSM 850 / 900 / 1800 / 1900
- 	3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
- 	4G Network: LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)
- 	Sim-type: Nano-SIM
- 	Dimensions: 143.6 x 70.9 x 7.7 mm
- 	Weight: 174 g
- 	Displaysize: 5.8 inches (~82.9% screen-to-body ratio)
- 	Displaytype: Super AMOLED capacitive touchscreen, 16M colors
- 	Memory int.: 64GB, 3GB RAM
- 	Card slot: No
- 	Keypad: Multitouch
- 	Datatransfer: GPRS, EDGE, GSM, HSDPA, LTE
- 	Connectivity: Bluetooth, Wi-Fi
- 	Features: GPS, NFC
- 	CPU: Hexa-core, Apple A11 Bionic
- 	Camera: Primray: Dual 12 MP, f/1.8 & f/2.4, phase detection autofocus, OIS, 2x optical zoom, quad-LED (dual tone) flash
Secondary: 7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama
- 	Oper.System: iOS 1";;249.5000;False;False;False;14;0.0;;Refurbished;0;25/09/2022 09:29
